,PrimaryDI,brandName,versionModelNumber,companyName,deviceDescription,sizeText,productCode,deviceId,gmdnPTName,gmdnPTDefinition
809,57ab7247-fa9c-4aa9-bcc5-f8b84a53836f,MENTOR MemoryGel Breast Implant,3544250,MENTOR TEXAS L.P.,"SILTEX Round High Profile Gel-Filled Breast Implant, 250cc",Volume: 345 cc,FTR,81317001027,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
810,b22aa944-654a-4ba7-b935-6856057faac1,MENTOR MemoryGel Breast Implant,3548001,MENTOR TEXAS L.P.,"SILTEX Round Moderate Plus Profile Gel-Filled Breast Implant, 800cc",Volume: 285 cc,FTR,81317000969,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
811,99f3a9a3-e96f-45f4-bde2-5b1f7379a201,MENTOR MemoryGel Breast Implant,3547001,MENTOR TEXAS L.P.,"SILTEX Round Moderate Plus Profile Gel-Filled Breast Implant, 700cc",Volume: 445 cc,FTR,81317000952,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
812,965e047c-da16-4ae8-a20a-dc27d521256e,MENTOR MemoryGel Breast Implant,3544001,MENTOR TEXAS L.P.,"SILTEX Round Moderate Plus Profile Gel-Filled Breast Implant, 400cc",Volume: 320 cc,FTR,81317000907,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
813,10dc9773-945c-4658-b0f2-aab220c7e7fe,MENTOR MemoryGel Breast Implant,3543501,MENTOR TEXAS L.P.,"SILTEX Round Moderate Plus Profile Gel-Filled Breast Implant, 350cc",Volume: 525 cc,FTR,81317000884,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
814,8a0b9e37-243e-4fa1-b5d9-875505eb1c45,MENTOR MemoryGel Breast Implant,3547007,MENTOR TEXAS L.P.,"SILTEX Round Moderate Profile Gel-Filled Breast Implant, 700cc",Volume: 280 cc,FTR,81317000761,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
815,56dd6b5f-33d0-4268-a519-f99e459c8fff,MENTOR MemoryGel Breast Implant,3544507,MENTOR TEXAS L.P.,"SILTEX Round Moderate Profile Gel-Filled Breast Implant, 450cc",Volume: 190 cc,FTR,81317000723,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
816,f01290dc-6671-4fd6-8c80-aaec00e76156,MENTOR MemoryGel Breast Implant,3543757,MENTOR TEXAS L.P.,"SILTEX Round Moderate Profile Gel-Filled Breast Implant, 375cc",Volume: 220 cc,FTR,81317000709,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
817,40733c7c-4be0-4f1b-b7e0-26c3608d8dc1,MENTOR MemoryGel Breast Implant,3543007,MENTOR TEXAS L.P.,"SILTEX Round Moderate Profile Gel-Filled Breast Implant, 300cc",Volume: 190 cc,FTR,81317000679,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
818,ec2295c1-7bc3-4ba2-ae93-b74752ea1cce,MENTOR MemoryGel Breast Implant,3503254BC,MENTOR TEXAS L.P.,"Smooth Round High Profile Gel-Filled Breast Implant, 325cc",Volume: 525 cc,FTR,81317000471,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
819,23a37d8d-548e-4a4c-8429-0954d6cd206f,MENTOR MemoryGel Breast Implant,3502504BC,MENTOR TEXAS L.P.,"Smooth Round High Profile Gel-Filled Breast Implant, 250cc",Volume: 215 cc,FTR,81317000440,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
820,fc4e2515-d5b3-4475-918e-7fcea6724fe3,MENTOR MemoryGel Breast Implant,3501254BC,MENTOR TEXAS L.P.,"Smooth Round High Profile Gel-Filled Breast Implant, 125cc",Volume: 245 cc,FTR,81317000396,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
821,e3b9eebb-3ba3-4b00-b107-05e11f032568,MENTOR MemoryGel Breast Implant,3507001BC,MENTOR TEXAS L.P.,"Smooth Round Moderate Plus Profile Gel-Filled Breast Implant, 700cc",Volume: 440 cc,FTR,81317000372,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
822,c66c1e3a-b2a7-46d7-8675-49439cbcd347,MENTOR MemoryGel Breast Implant,3503001BC,MENTOR TEXAS L.P.,"Smooth Round Moderate Plus Profile Gel-Filled Breast Implant, 300cc",Volume: 320 cc,FTR,81317000280,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
823,f25677e9-c356-4b5d-be91-19441229e7fa,MENTOR MemoryGel Breast Implant,3507700BC,MENTOR TEXAS L.P.,"Smooth Round Moderate Profile Gel-Filled Breast Implant, 700cc",Volume: 190 cc,FTR,81317000181,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
824,507060d8-6e16-4eee-a9ba-b154b6713740,MENTOR MemoryGel Breast Implant,3507450BC,MENTOR TEXAS L.P.,"Smooth Round Moderate Profile Gel-Filled Breast Implant, 450cc",Volume: 310 cc,FTR,81317000143,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
825,c3e55ef2-a266-4536-b400-72803a8493d8,MENTOR MemoryGel Xtra Breast Implant,THPX765,MENTOR TEXAS L.P.,"SILTEX High Profile Xtra Silicone Gel-Filled Breast Implant, 765cc",Volume: 275 cc,FTR,81317025801,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
826,b75c9e77-2597-4492-8339-41e32a8c665d,MENTOR MemoryGel Xtra Breast Implant,THPX285,MENTOR TEXAS L.P.,"SILTEX High Profile Xtra Silicone Gel-Filled Breast Implant, 285cc",Volume: 270 cc,FTR,81317025665,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
827,140feb55-c957-4df3-bd86-11bbc0116eea,MENTOR MemoryGel Xtra Breast Implant,TMPX545,MENTOR TEXAS L.P.,"SILTEX Moderate Plus Profile Xtra Silicone Gel-Filled Breast Implant, 545cc",Volume: 220 cc,FTR,81317025542,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
828,ee310dfe-9675-43b4-b0fa-7ad7d3a3d056,MENTOR MemoryGel Xtra Breast Implant,TMPX370,MENTOR TEXAS L.P.,"SILTEX Moderate Plus Profile Xtra Silicone Gel-Filled Breast Implant, 370cc",Volume: 600 cc,FTR,81317025481,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
829,6c95f280-b103-4bd1-b2ae-61fcf1b79613,MENTOR MemoryGel Xtra Breast Implant,TMPX215,MENTOR TEXAS L.P.,"SILTEX Moderate Plus Profile Xtra Silicone Gel-Filled Breast Implant, 215cc",Volume: 210 cc,FTR,81317025429,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
830,7bd1648a-1d59-4b29-9686-056c5fb03bc6,MENTOR MemoryGel Xtra Breast Implant,TMPX160,MENTOR TEXAS L.P.,"SILTEX Moderate Plus Profile Xtra Silicone Gel-Filled Breast Implant, 160cc",Volume: 480 cc,FTR,81317025405,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
831,5ad76115-6096-46db-aeec-5b3a298b02b0,MENTOR MemoryGel Xtra Breast Implant,TMPX115,MENTOR TEXAS L.P.,"SILTEX Moderate Plus Profile Xtra Silicone Gel-Filled Breast Implant, 115cc",Volume: 385 cc,FTR,81317025382,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
832,ee57ca0d-0e91-4431-aa98-90694a684ec9,MENTOR MemoryGel Breast Implant,SHPX755,MENTOR TEXAS L.P.,Smooth High Profile Xtra 755cc,Volume: 215 cc,FTR,81317025368,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
833,022a7ed9-3eeb-4895-8cdb-d5005463b2bc,MENTOR MemoryGel Breast Implant,SHPX700,MENTOR TEXAS L.P.,Smooth High Profile Xtra 700cc,Volume: 175 cc,FTR,81317025351,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
834,268be19a-00e4-4dd7-b3fb-9ad9d66eec28,MENTOR MemoryGel Breast Implant,SHPX490,MENTOR TEXAS L.P.,Smooth High Profile Xtra 490cc,Volume: 415 cc,FTR,81317025306,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
835,a820ca8c-81bb-4d8c-9907-03957f23fb4e,MENTOR MemoryGel Breast Implant,SHPX465,MENTOR TEXAS L.P.,Smooth High Profile Xtra 465cc,Volume: 330 cc,FTR,81317025290,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
836,e2d3dd76-c9a6-43a9-ad14-5dc41f4dcef8,MENTOR MemoryGel Breast Implant,SHPX235,MENTOR TEXAS L.P.,Smooth High Profile Xtra 235cc,Volume: 255 cc,FTR,81317025214,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
837,f84fa863-fd05-49b5-9e12-19f7f6db384f,MENTOR MemoryGel Breast Implant,SHPX180,MENTOR TEXAS L.P.,Smooth High Profile Xtra 180cc,Volume: 280 cc,FTR,81317025191,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
838,e4a2b92d-94c4-49be-afc2-5baedb951a7b,MENTOR MemoryGel Breast Implant,SMPX755,MENTOR TEXAS L.P.,Smooth Moderate Plus Profile Xtra 755cc,Volume: 250 cc,FTR,81317025177,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
839,e85aab92-3b9f-4592-9574-24459dc2c048,MENTOR MemoryGel Breast Implant,SMPX525,MENTOR TEXAS L.P.,Smooth Moderate Plus Profile Xtra 525cc,Volume: 695 cc,FTR,81317025108,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
840,cffd34cb-bfdb-4d9b-bff4-458225247d86,MENTOR MemoryGel Breast Implant,SMPX440,MENTOR TEXAS L.P.,Smooth Moderate Plus Profile Xtra 440cc,Volume: 495 cc,FTR,81317025078,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
841,35a995d9-5f61-47cd-aa09-56e4bafc6c7b,MENTOR MemoryGel Breast Implant,SMPX295,MENTOR TEXAS L.P.,Smooth Moderate Plus Profile Xtra 295cc,Volume: 465 cc,FTR,81317025023,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
842,8817193a-7f16-4b90-b13a-8dcbb8201a2b,MENTOR MemoryShape Breast Implant,3341254,MENTOR TEXAS L.P.,"TH Tall Height, High Profile 485cc",Volume: 375 cc,FTR,81317024231,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
843,f35b71f6-a0d6-46e3-bf5e-b76cc751e3e6,MENTOR MemoryShape Breast Implant,3341054,MENTOR TEXAS L.P.,"TH Tall Height, High Profile 290cc",Volume: 285 cc,FTR,81317024194,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
844,89e9061b-a943-43d9-a51f-94dce39a4f3d,MENTOR MemoryGel Breast Implant,3545270,MENTOR TEXAS L.P.,"SILTEX Round Ultra High Profile Silicone Gel-Filled Breast Implant, 270cc",750 cc,FTR,81317007098,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
845,0350c63b-83ad-43c4-b1b3-634569225c53,MENTOR MemoryGel Breast Implant,3545215,MENTOR TEXAS L.P.,"SILTEX Round Ultra High Profile Silicone Gel-Filled Breast Implant, 215cc",615 cc,FTR,81317007074,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
846,1778f132-ba90-4572-8ef3-398196367183,MENTOR MemoryGel Breast Implant,3545185,MENTOR TEXAS L.P.,"SILTEX Round Ultra High Profile Silicone Gel-Filled Breast Implant, 185cc",205 cc,FTR,81317007067,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
847,a8605062-c7e3-49a8-afeb-1642912b94fd,MENTOR MemoryGel Breast Implant,3545160,MENTOR TEXAS L.P.,"SILTEX Round Ultra High Profile Silicone Gel-Filled Breast Implant, 160cc",770 cc,FTR,81317007050,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
848,ac7f9538-34f9-4b49-b964-2b176edc7774,MENTOR MemoryGel Breast Implant,3505590BC,MENTOR TEXAS L.P.,"Smooth Round Ultra High Profile Silicone Gel-Filled Breast Implant, 590cc",650 cc,FTR,81317006992,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
849,021d65aa-08e6-41a5-a6c3-51ef240eddc7,MENTOR MemoryShape Breast Implant,3541608,MENTOR TEXAS L.P.,"Medium Height, Moderate Profile Silicone Gel-Filled Breast Implant, 640cc",560 cc,FTR,81317005520,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
850,fec1ffed-11d4-4939-afdd-264d9743e913,MENTOR MemoryShape Breast Implant,3541508,MENTOR TEXAS L.P.,"Medium Height, Moderate Profile Silicone Gel-Filled Breast Implant, 530cc",385 cc,FTR,81317005513,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
851,5f1b0d33-b6a4-4f17-be3e-16669d72dd33,MENTOR MemoryShape Breast Implant,3341455,MENTOR TEXAS L.P.,"Medium Height, Moderate Plus Profile Silicone Gel-Filled Breast Implant, 585cc",365 cc,FTR,81317005377,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
852,cfc9d077-5404-4ed3-ac77-f4f3dcfc10e9,MENTOR MemoryShape Breast Implant,3341055,MENTOR TEXAS L.P.,"Medium Height, Moderate Plus Profile Silicone Gel-Filled Breast Implant, 225cc",325 cc,FTR,81317005292,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
853,3d79a2fa-65c6-430d-b07c-e2cafd5bc796,MENTOR MemoryShape Breast Implant,3341005,MENTOR TEXAS L.P.,"Medium Height, Moderate Plus Profile Silicone Gel-Filled Breast Implant, 195cc",600 cc,FTR,81317005285,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
854,2f8837f9-a1c5-40d0-912a-c9a03af1b60e,MENTOR MemoryShape Breast Implant,3341452,MENTOR TEXAS L.P.,"Medium Height, High Profile Silicone Gel-Filled Breast Implant, 685cc",445 cc,FTR,81317005254,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
855,3b27b419-272b-4471-87dc-ceb62438d067,MENTOR MemoryShape Breast Implant,3341002,MENTOR TEXAS L.P.,"Medium Height, High Profile Silicone Gel-Filled Breast Implant, 225cc",345 cc,FTR,81317005162,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
856,369d9f08-b11f-442a-9a17-e5a39d74941f,MENTOR MemoryShape Breast Implant,3340952,MENTOR TEXAS L.P.,"Medium Height, High Profile Silicone Gel-Filled Breast Implant, 195cc",295 cc,FTR,81317005155,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
857,993f4acf-1a5f-4060-87a5-41a78b68244b,MENTOR MemoryShape Breast Implant,3341459,MENTOR TEXAS L.P.,"Tall Height, Moderate Plus Profile Silicone Gel-Filled Breast Implant, 615cc",255 cc,FTR,81317005124,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
858,8b514ca7-0880-4599-a7f7-4b9bd4924237,MENTOR MemoryShape Breast Implant,3341409,MENTOR TEXAS L.P.,"Tall Height, Moderate Plus Profile Silicone Gel-Filled Breast Implant, 555cc",340 cc,FTR,81317005117,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
859,247296a9-f11c-475a-a184-7aa1da7359b1,MENTOR MemoryShape Breast Implant,3341507,MENTOR TEXAS L.P.,"Low Height, Moderate Plus Profile Silicone Gel-Filled Breast Implant, 570cc",265 cc,FTR,81317004998,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
860,d7cdbec6-5902-4a0a-9cc1-87b4cf401ca2,MENTOR MemoryShape Breast Implant,3341057,MENTOR TEXAS L.P.,"Low Height, Moderate Plus Profile Silicone Gel-Filled Breast Implant, 195cc",165 cc,FTR,81317004905,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
861,169492d3-7f9b-41b4-9149-7b20fff387ca,MENTOR MemoryGel Breast Implant,3546807MC,MENTOR TEXAS L.P.,"SILTEX Round Moderate Classic Profile Gel-Filled Breast Implant, 680cc",510 cc,FTR,81317004530,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
862,a1a58e4e-4301-4070-b5a2-fc1d3a25735d,MENTOR MemoryGel Breast Implant,3545957MC,MENTOR TEXAS L.P.,"SILTEX Round Moderate Classic Profile Gel-Filled Breast Implant, 595cc",200 cc,FTR,81317004516,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
863,be6ee6a6-b3f5-4033-89e7-72a5afebd7c4,MENTOR MemoryGel Breast Implant,3544457MC,MENTOR TEXAS L.P.,"SILTEX Round Moderate Classic Profile Gel-Filled Breast Implant, 445cc",580 cc,FTR,81317004462,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
864,8e151027-566b-4151-8777-2d7bf88f0e77,MENTOR MemoryGel Breast Implant,3543207MC,MENTOR TEXAS L.P.,"SILTEX Round Moderate Classic Profile Gel-Filled Breast Implant, 320cc",545 cc,FTR,81317004400,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
865,f6036480-2ca8-41a3-b737-95f7c2524574,MENTOR MemoryGel Breast Implant,3542757MC,MENTOR TEXAS L.P.,"SILTEX Round Moderate Classic Profile Gel-Filled Breast Implant, 275cc",495 cc,FTR,81317004387,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
866,e881d0ed-c8d7-4403-8422-59223c53bcae,MENTOR MemoryGel Breast Implant,3542157MC,MENTOR TEXAS L.P.,"SILTEX Round Moderate Classic Profile Gel-Filled Breast Implant, 215cc",445 cc,FTR,81317004356,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
867,537d240b-d1b4-4933-bab2-a688dc3a362b,MENTOR MemoryGel Breast Implant,3544751,MENTOR TEXAS L.P.,"SILTEX Round Moderate Plus Profile Gel-Filled Breast Implant, 475cc",340 cc,FTR,81317003892,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
868,8e5dfd03-0655-4a96-808a-5244554b7176,MENTOR MemoryGel Breast Implant,3507504BC,MENTOR TEXAS L.P.,"Smooth Round High Profile Gel-Filled Breast Implant, 750cc",255 cc,FTR,81317003878,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
